Ticker SYMBOL,公司代號,公司名稱,產業別,資料季度,錯誤原因
4746.TW,4746,台耀化學股份有限公司,22,2025Q3,近一年資料不足，未滿4季
4746.TW,4746,台耀化學股份有限公司,22,2026Q1,近一年資料不足，未滿4季
4755.TW,4755,三福化工股份有限公司,21,2025Q2,近一年資料不足，未滿4季
4755.TW,4755,三福化工股份有限公司,21,2025Q3,近一年資料不足，未滿4季
4755.TW,4755,三福化工股份有限公司,21,2026Q1,近一年資料不足，未滿4季
4763.TW,4763,濟南大自然新材料股份有限公司,21,2025Q2,近一年資料不足，未滿4季
4763.TW,4763,濟南大自然新材料股份有限公司,21,2025Q3,近一年資料不足，未滿4季
4763.TW,4763,濟南大自然新材料股份有限公司,21,2026Q1,近一年資料不足，未滿4季
4764.TW,4764,雙鍵化工股份有限公司,21,2025Q2,近一年資料不足，未滿4季
4764.TW,4764,雙鍵化工股份有限公司,21,2025Q3,近一年資料不足，未滿4季
4764.TW,4764,雙鍵化工股份有限公司,21,2026Q1,近一年資料不足，未滿4季
4766.TW,4766,南寶樹脂化學工廠股份有限公司,21,2025Q2,近一年資料不足，未滿4季
4766.TW,4766,南寶樹脂化學工廠股份有限公司,21,2025Q3,近一年資料不足，未滿4季
4766.TW,4766,南寶樹脂化學工廠股份有限公司,21,2026Q1,近一年資料不足，未滿4季
4770.TW,4770,上品綜合工業股份有限公司,21,2025Q2,近一年資料不足，未滿4季
4770.TW,4770,上品綜合工業股份有限公司,21,2025Q3,近一年資料不足，未滿4季
4770.TW,4770,上品綜合工業股份有限公司,21,2026Q1,近一年資料不足，未滿4季
4771.TW,4771,望隼科技股份有限公司,22,2025Q2,近一年資料不足，未滿4季
4771.TW,4771,望隼科技股份有限公司,22,2025Q3,近一年資料不足，未滿4季
4771.TW,4771,望隼科技股份有限公司,22,2026Q1,近一年資料不足，未滿4季
4807.TW,4807,日成控股股份有限公司,18,2025Q2,近一年資料不足，未滿4季
4807.TW,4807,日成控股股份有限公司,18,2025Q3,近一年資料不足，未滿4季
4807.TW,4807,日成控股股份有限公司,18,2026Q1,近一年資料不足，未滿4季
4904.TW,4904,遠傳電信股份有限公司,27,2025Q2,近一年資料不足，未滿4季
4904.TW,4904,遠傳電信股份有限公司,27,2025Q3,近一年資料不足，未滿4季
4904.TW,4904,遠傳電信股份有限公司,27,2026Q1,近一年資料不足，未滿4季
4906.TW,4906,正文科技股份有限公司,27,2025Q2,近一年資料不足，未滿4季
4906.TW,4906,正文科技股份有限公司,27,2025Q3,近一年資料不足，未滿4季
4906.TW,4906,正文科技股份有限公司,27,2026Q1,近一年資料不足，未滿4季
4912.TW,4912,聯德控股股份有限公司,28,2025Q2,近一年資料不足，未滿4季
4912.TW,4912,聯德控股股份有限公司,28,2025Q3,近一年資料不足，未滿4季
4912.TW,4912,聯德控股股份有限公司,28,2026Q1,近一年資料不足，未滿4季
4915.TW,4915,致伸科技股份有限公司,28,2025Q2,近一年資料不足，未滿4季
4915.TW,4915,致伸科技股份有限公司,28,2025Q3,近一年資料不足，未滿4季
4915.TW,4915,致伸科技股份有限公司,28,2026Q1,近一年資料不足，未滿4季
4916.TW,4916,事欣科技股份有限公司,25,2025Q2,近一年資料不足，未滿4季
4916.TW,4916,事欣科技股份有限公司,25,2025Q3,近一年資料不足，未滿4季
4916.TW,4916,事欣科技股份有限公司,25,2026Q1,近一年資料不足，未滿4季
4919.TW,4919,新唐科技股份有限公司,24,2025Q2,近一年資料不足，未滿4季
4919.TW,4919,新唐科技股份有限公司,24,2025Q3,近一年資料不足，未滿4季
4919.TW,4919,新唐科技股份有限公司,24,2026Q1,近一年資料不足，未滿4季
4927.TW,4927,泰鼎國際股份有限公司,28,2025Q2,近一年資料不足，未滿4季
4927.TW,4927,泰鼎國際股份有限公司,28,2025Q3,近一年資料不足，未滿4季
4927.TW,4927,泰鼎國際股份有限公司,28,2026Q1,近一年資料不足，未滿4季
4930.TW,4930,燦星網通股份有限公司,06,2025Q2,近一年資料不足，未滿4季
4930.TW,4930,燦星網通股份有限公司,06,2025Q3,近一年資料不足，未滿4季
4930.TW,4930,燦星網通股份有限公司,06,2026Q1,近一年資料不足，未滿4季
4934.TW,4934,太極能源科技股份有限公司,26,2025Q2,近一年資料不足，未滿4季
4934.TW,4934,太極能源科技股份有限公司,26,2025Q3,近一年資料不足，未滿4季
4934.TW,4934,太極能源科技股份有限公司,26,2026Q1,近一年資料不足，未滿4季
4935.TW,4935,茂林光電科技(開曼)股份有限公司,26,2025Q2,近一年資料不足，未滿4季
4935.TW,4935,茂林光電科技(開曼)股份有限公司,26,2025Q3,近一年資料不足，未滿4季
4935.TW,4935,茂林光電科技(開曼)股份有限公司,26,2026Q1,近一年資料不足，未滿4季
4938.TW,4938,和碩聯合科技股份有限公司,25,2025Q2,近一年資料不足，未滿4季
4938.TW,4938,和碩聯合科技股份有限公司,25,2025Q3,近一年資料不足，未滿4季
4938.TW,4938,和碩聯合科技股份有限公司,25,2026Q1,近一年資料不足，未滿4季
4942.TW,4942,嘉彰股份有限公司,26,2025Q2,近一年資料不足，未滿4季
4942.TW,4942,嘉彰股份有限公司,26,2025Q3,近一年資料不足，未滿4季
4942.TW,4942,嘉彰股份有限公司,26,2026Q1,近一年資料不足，未滿4季
4943.TW,4943,開曼康而富控股股份有限公司,28,2025Q2,近一年資料不足，未滿4季
4943.TW,4943,開曼康而富控股股份有限公司,28,2025Q3,近一年資料不足，未滿4季
4943.TW,4943,開曼康而富控股股份有限公司,28,2026Q1,近一年資料不足，未滿4季
4949.TW,4949,有成精密股份有限公司,26,2025Q2,近一年資料不足，未滿4季
4949.TW,4949,有成精密股份有限公司,26,2025Q3,近一年資料不足，未滿4季
4949.TW,4949,有成精密股份有限公司,26,2026Q1,近一年資料不足，未滿4季
4952.TW,4952,凌通科技股份有限公司,24,2025Q2,近一年資料不足，未滿4季
4952.TW,4952,凌通科技股份有限公司,24,2025Q3,近一年資料不足，未滿4季
4952.TW,4952,凌通科技股份有限公司,24,2026Q1,近一年資料不足，未滿4季
4956.TW,4956,光鋐科技股份有限公司,26,2025Q2,近一年資料不足，未滿4季
4956.TW,4956,光鋐科技股份有限公司,26,2025Q3,近一年資料不足，未滿4季
4956.TW,4956,光鋐科技股份有限公司,26,2026Q1,近一年資料不足，未滿4季
4958.TW,4958,臻鼎科技控股股份有限公司,28,2025Q2,近一年資料不足，未滿4季
4958.TW,4958,臻鼎科技控股股份有限公司,28,2025Q3,近一年資料不足，未滿4季
4958.TW,4958,臻鼎科技控股股份有限公司,28,2026Q1,近一年資料不足，未滿4季
4960.TW,4960,誠美材料科技股份有限公司,26,2025Q2,近一年資料不足，未滿4季
4960.TW,4960,誠美材料科技股份有限公司,26,2025Q3,近一年資料不足，未滿4季
4960.TW,4960,誠美材料科技股份有限公司,26,2026Q1,近一年資料不足，未滿4季
4961.TW,4961,天鈺科技股份有限公司,24,2025Q2,近一年資料不足，未滿4季
4961.TW,4961,天鈺科技股份有限公司,24,2025Q3,近一年資料不足，未滿4季
4961.TW,4961,天鈺科技股份有限公司,24,2026Q1,近一年資料不足，未滿4季
4967.TW,4967,十銓科技股份有限公司,24,2025Q2,近一年資料不足，未滿4季
4967.TW,4967,十銓科技股份有限公司,24,2025Q3,近一年資料不足，未滿4季
4967.TW,4967,十銓科技股份有限公司,24,2026Q1,近一年資料不足，未滿4季
4968.TW,4968,立積電子股份有限公司,24,2025Q2,近一年資料不足，未滿4季
4968.TW,4968,立積電子股份有限公司,24,2025Q3,近一年資料不足，未滿4季
4968.TW,4968,立積電子股份有限公司,24,2026Q1,近一年資料不足，未滿4季
4976.TW,4976,佳凌科技股份有限公司,26,2025Q2,近一年資料不足，未滿4季
4976.TW,4976,佳凌科技股份有限公司,26,2025Q3,近一年資料不足，未滿4季
4976.TW,4976,佳凌科技股份有限公司,26,2026Q1,近一年資料不足，未滿4季
4977.TW,4977,眾達科技股份有限公司,27,2025Q2,近一年資料不足，未滿4季
4977.TW,4977,眾達科技股份有限公司,27,2025Q3,近一年資料不足，未滿4季
4977.TW,4977,眾達科技股份有限公司,27,2026Q1,近一年資料不足，未滿4季
4989.TW,4989,李長榮科技股份有限公司,28,2025Q2,近一年資料不足，未滿4季
4989.TW,4989,李長榮科技股份有限公司,28,2025Q3,近一年資料不足，未滿4季
4989.TW,4989,李長榮科技股份有限公司,28,2026Q1,近一年資料不足，未滿4季
4994.TW,4994,傳奇網路遊戲股份有限公司,30,2025Q2,近一年資料不足，未滿4季
4994.TW,4994,傳奇網路遊戲股份有限公司,30,2025Q3,近一年資料不足，未滿4季
4994.TW,4994,傳奇網路遊戲股份有限公司,30,2026Q1,近一年資料不足，未滿4季
4999.TW,4999,鑫禾科技股份有限公司,28,2025Q2,近一年資料不足，未滿4季
4999.TW,4999,鑫禾科技股份有限公司,28,2025Q3,近一年資料不足，未滿4季
4999.TW,4999,鑫禾科技股份有限公司,28,2026Q1,近一年資料不足，未滿4季
5007.TW,5007,三星科技股份有限公司,10,2025Q2,近一年資料不足，未滿4季
5007.TW,5007,三星科技股份有限公司,10,2025Q3,近一年資料不足，未滿4季
5007.TW,5007,三星科技股份有限公司,10,2026Q1,近一年資料不足，未滿4季
5203.TW,5203,訊連科技股份有限公司,30,2025Q2,近一年資料不足，未滿4季
5203.TW,5203,訊連科技股份有限公司,30,2025Q3,近一年資料不足，未滿4季
5203.TW,5203,訊連科技股份有限公司,30,2026Q1,近一年資料不足，未滿4季
5215.TW,5215,科嘉(開曼)股份有限公司,25,2025Q2,近一年資料不足，未滿4季
5215.TW,5215,科嘉(開曼)股份有限公司,25,2025Q3,近一年資料不足，未滿4季
5215.TW,5215,科嘉(開曼)股份有限公司,25,2026Q1,近一年資料不足，未滿4季
5222.TW,5222,全訊科技股份有限公司,24,2025Q2,近一年資料不足，未滿4季
5222.TW,5222,全訊科技股份有限公司,24,2025Q3,近一年資料不足，未滿4季
5222.TW,5222,全訊科技股份有限公司,24,2026Q1,近一年資料不足，未滿4季
5225.TW,5225,東科控股股份有限公司,31,2025Q2,近一年資料不足，未滿4季
5225.TW,5225,東科控股股份有限公司,31,2025Q3,近一年資料不足，未滿4季
5225.TW,5225,東科控股股份有限公司,31,2026Q1,近一年資料不足，未滿4季
5234.TW,5234,達興材料股份有限公司,26,2025Q2,近一年資料不足，未滿4季
5234.TW,5234,達興材料股份有限公司,26,2025Q3,近一年資料不足，未滿4季
5234.TW,5234,達興材料股份有限公司,26,2026Q1,近一年資料不足，未滿4季
5243.TW,5243,乙盛精密工業股份有限公司,26,2025Q2,近一年資料不足，未滿4季
5243.TW,5243,乙盛精密工業股份有限公司,26,2025Q3,近一年資料不足，未滿4季
5243.TW,5243,乙盛精密工業股份有限公司,26,2026Q1,近一年資料不足，未滿4季
5244.TW,5244,弘凱光電股份有限公司,26,2025Q2,近一年資料不足，未滿4季
5244.TW,5244,弘凱光電股份有限公司,26,2025Q3,近一年資料不足，未滿4季
5244.TW,5244,弘凱光電股份有限公司,26,2026Q1,近一年資料不足，未滿4季
5258.TW,5258,虹堡科技股份有限公司,25,2025Q2,近一年資料不足，未滿4季
5258.TW,5258,虹堡科技股份有限公司,25,2025Q3,近一年資料不足，未滿4季
5258.TW,5258,虹堡科技股份有限公司,25,2026Q1,近一年資料不足，未滿4季
5269.TW,5269,祥碩科技股份有限公司,24,2025Q2,近一年資料不足，未滿4季
5269.TW,5269,祥碩科技股份有限公司,24,2025Q3,近一年資料不足，未滿4季
5269.TW,5269,祥碩科技股份有限公司,24,2026Q1,近一年資料不足，未滿4季
5283.TW,5283,禾聯碩股份有限公司,06,2025Q2,近一年資料不足，未滿4季
5283.TW,5283,禾聯碩股份有限公司,06,2025Q3,近一年資料不足，未滿4季
5283.TW,5283,禾聯碩股份有限公司,06,2026Q1,近一年資料不足，未滿4季
5284.TW,5284,經寶精密控股股份有限公司,20,2025Q2,近一年資料不足，未滿4季
5284.TW,5284,經寶精密控股股份有限公司,20,2025Q3,近一年資料不足，未滿4季
5284.TW,5284,經寶精密控股股份有限公司,20,2026Q1,近一年資料不足，未滿4季
5285.TW,5285,界霖科技股份有限公司,24,2025Q2,近一年資料不足，未滿4季
5285.TW,5285,界霖科技股份有限公司,24,2025Q3,近一年資料不足，未滿4季
5285.TW,5285,界霖科技股份有限公司,24,2026Q1,近一年資料不足，未滿4季
5288.TW,5288,開曼商豐祥控股股份有限公司,05,2025Q2,近一年資料不足，未滿4季
5288.TW,5288,開曼商豐祥控股股份有限公司,05,2025Q3,近一年資料不足，未滿4季
5288.TW,5288,開曼商豐祥控股股份有限公司,05,2026Q1,近一年資料不足，未滿4季
5292.TW,5292,華懋科技股份有限公司,35,2025Q2,近一年資料不足，未滿4季
5292.TW,5292,華懋科技股份有限公司,35,2025Q3,近一年資料不足，未滿4季
5292.TW,5292,華懋科技股份有限公司,35,2026Q1,近一年資料不足，未滿4季
5306.TW,5306,桂盟國際股份有限公司,37,2025Q2,近一年資料不足，未滿4季
5306.TW,5306,桂盟國際股份有限公司,37,2025Q3,近一年資料不足，未滿4季
5306.TW,5306,桂盟國際股份有限公司,37,2026Q1,近一年資料不足，未滿4季
5388.TW,5388,中磊電子股份有限公司,27,2025Q2,近一年資料不足，未滿4季
5388.TW,5388,中磊電子股份有限公司,27,2025Q3,近一年資料不足，未滿4季
5388.TW,5388,中磊電子股份有限公司,27,2026Q1,近一年資料不足，未滿4季
5434.TW,5434,崇越科技股份有限公司,29,2025Q2,近一年資料不足，未滿4季
5434.TW,5434,崇越科技股份有限公司,29,2025Q3,近一年資料不足，未滿4季
5434.TW,5434,崇越科技股份有限公司,29,2026Q1,近一年資料不足，未滿4季
5469.TW,5469,瀚宇博德股份有限公司,28,2025Q2,近一年資料不足，未滿4季
5469.TW,5469,瀚宇博德股份有限公司,28,2025Q3,近一年資料不足，未滿4季
5469.TW,5469,瀚宇博德股份有限公司,28,2026Q1,近一年資料不足，未滿4季
5471.TW,5471,松翰科技股份有限公司,24,2025Q2,近一年資料不足，未滿4季
5471.TW,5471,松翰科技股份有限公司,24,2025Q3,近一年資料不足，未滿4季
5471.TW,5471,松翰科技股份有限公司,24,2026Q1,近一年資料不足，未滿4季
5484.TW,5484,慧友電子股份有限公司,26,2025Q2,近一年資料不足，未滿4季
5484.TW,5484,慧友電子股份有限公司,26,2025Q3,近一年資料不足，未滿4季
5484.TW,5484,慧友電子股份有限公司,26,2026Q1,近一年資料不足，未滿4季
5515.TW,5515,建國工程股份有限公司,14,2025Q2,近一年資料不足，未滿4季
5515.TW,5515,建國工程股份有限公司,14,2025Q3,近一年資料不足，未滿4季
5515.TW,5515,建國工程股份有限公司,14,2026Q1,近一年資料不足，未滿4季
5519.TW,5519,隆大營建事業股份有限公司,14,2025Q2,近一年資料不足，未滿4季
5519.TW,5519,隆大營建事業股份有限公司,14,2025Q3,近一年資料不足，未滿4季
5519.TW,5519,隆大營建事業股份有限公司,14,2026Q1,近一年資料不足，未滿4季
5521.TW,5521,工信工程股份有限公司,14,2025Q2,近一年資料不足，未滿4季
5521.TW,5521,工信工程股份有限公司,14,2025Q3,近一年資料不足，未滿4季
5521.TW,5521,工信工程股份有限公司,14,2026Q1,近一年資料不足，未滿4季
5522.TW,5522,遠雄建設事業股份有限公司,14,2025Q2,近一年資料不足，未滿4季
5522.TW,5522,遠雄建設事業股份有限公司,14,2025Q3,近一年資料不足，未滿4季
5522.TW,5522,遠雄建設事業股份有限公司,14,2026Q1,近一年資料不足，未滿4季
5525.TW,5525,順天建設股份有限公司,14,2025Q2,近一年資料不足，未滿4季
5525.TW,5525,順天建設股份有限公司,14,2025Q3,近一年資料不足，未滿4季
5525.TW,5525,順天建設股份有限公司,14,2026Q1,近一年資料不足，未滿4季
5531.TW,5531,鄉林建設事業股份有限公司,14,2025Q2,近一年資料不足，未滿4季
5531.TW,5531,鄉林建設事業股份有限公司,14,2025Q3,近一年資料不足，未滿4季
5531.TW,5531,鄉林建設事業股份有限公司,14,2026Q1,近一年資料不足，未滿4季
5533.TW,5533,皇鼎建設開發股份有限公司,14,2025Q2,近一年資料不足，未滿4季
5533.TW,5533,皇鼎建設開發股份有限公司,14,2025Q3,近一年資料不足，未滿4季
5533.TW,5533,皇鼎建設開發股份有限公司,14,2026Q1,近一年資料不足，未滿4季
5534.TW,5534,長虹建設股份有限公司,14,2025Q2,近一年資料不足，未滿4季
5534.TW,5534,長虹建設股份有限公司,14,2025Q3,近一年資料不足，未滿4季
5534.TW,5534,長虹建設股份有限公司,14,2026Q1,近一年資料不足，未滿4季
5538.TW,5538,開曼東明控股股份有限公司,10,2025Q2,近一年資料不足，未滿4季
5538.TW,5538,開曼東明控股股份有限公司,10,2025Q3,近一年資料不足，未滿4季
5538.TW,5538,開曼東明控股股份有限公司,10,2026Q1,近一年資料不足，未滿4季
5546.TW,5546,永固集團股份有限公司,14,2025Q2,近一年資料不足，未滿4季
5546.TW,5546,永固集團股份有限公司,14,2025Q3,近一年資料不足，未滿4季
5546.TW,5546,永固集團股份有限公司,14,2026Q1,近一年資料不足，未滿4季
5607.TW,5607,遠雄自貿港投資控股股份有限公司,15,2025Q2,近一年資料不足，未滿4季
5607.TW,5607,遠雄自貿港投資控股股份有限公司,15,2025Q3,近一年資料不足，未滿4季
5607.TW,5607,遠雄自貿港投資控股股份有限公司,15,2026Q1,近一年資料不足，未滿4季
5608.TW,5608,四維航業股份有限公司,15,2025Q2,近一年資料不足，未滿4季
5608.TW,5608,四維航業股份有限公司,15,2025Q3,近一年資料不足，未滿4季
5608.TW,5608,四維航業股份有限公司,15,2026Q1,近一年資料不足，未滿4季
5706.TW,5706,鳳凰國際旅行社股份有限公司,16,2025Q2,近一年資料不足，未滿4季
5706.TW,5706,鳳凰國際旅行社股份有限公司,16,2025Q3,近一年資料不足，未滿4季
5706.TW,5706,鳳凰國際旅行社股份有限公司,16,2026Q1,近一年資料不足，未滿4季
5871.TW,5871,中租控股股份有限公司,20,2025Q2,近一年資料不足，未滿4季
5871.TW,5871,中租控股股份有限公司,20,2025Q3,近一年資料不足，未滿4季
5871.TW,5871,中租控股股份有限公司,20,2026Q1,近一年資料不足，未滿4季
5906.TW,5906,台南生活(開曼)股份有限公司,18,2025Q2,近一年資料不足，未滿4季
5906.TW,5906,台南生活(開曼)股份有限公司,18,2025Q3,近一年資料不足，未滿4季
5906.TW,5906,台南生活(開曼)股份有限公司,18,2026Q1,近一年資料不足，未滿4季
5907.TW,5907,Grand Ocean RetailGroupLimited,18,2025Q2,近一年資料不足，未滿4季
5907.TW,5907,Grand Ocean RetailGroupLimited,18,2025Q3,近一年資料不足，未滿4季
5907.TW,5907,Grand Ocean RetailGroupLimited,18,2026Q1,近一年資料不足，未滿4季
6108.TW,6108,競國實業股份有限公司,28,2025Q2,近一年資料不足，未滿4季
6108.TW,6108,競國實業股份有限公司,28,2025Q3,近一年資料不足，未滿4季
6108.TW,6108,競國實業股份有限公司,28,2026Q1,近一年資料不足，未滿4季
6112.TW,6112,邁達特數位股份有限公司,30,2025Q2,近一年資料不足，未滿4季
6112.TW,6112,邁達特數位股份有限公司,30,2025Q3,近一年資料不足，未滿4季
6112.TW,6112,邁達特數位股份有限公司,30,2026Q1,近一年資料不足，未滿4季
6115.TW,6115,鎰勝工業股份有限公司,28,2025Q2,近一年資料不足，未滿4季
6115.TW,6115,鎰勝工業股份有限公司,28,2025Q3,近一年資料不足，未滿4季
6115.TW,6115,鎰勝工業股份有限公司,28,2026Q1,近一年資料不足，未滿4季
6116.TW,6116,瀚宇彩晶股份有限公司,26,2025Q2,近一年資料不足，未滿4季
6116.TW,6116,瀚宇彩晶股份有限公司,26,2025Q3,近一年資料不足，未滿4季
6116.TW,6116,瀚宇彩晶股份有限公司,26,2026Q1,近一年資料不足，未滿4季
6117.TW,6117,迎廣科技股份有限公司,25,2025Q2,近一年資料不足，未滿4季
6117.TW,6117,迎廣科技股份有限公司,25,2025Q3,近一年資料不足，未滿4季
6117.TW,6117,迎廣科技股份有限公司,25,2026Q1,近一年資料不足，未滿4季
6120.TW,6120,達運精密工業股份有限公司,26,2025Q2,近一年資料不足，未滿4季
6120.TW,6120,達運精密工業股份有限公司,26,2025Q3,近一年資料不足，未滿4季
6120.TW,6120,達運精密工業股份有限公司,26,2026Q1,近一年資料不足，未滿4季
6128.TW,6128,上福全球科技股份有限公司,25,2025Q2,近一年資料不足，未滿4季
6128.TW,6128,上福全球科技股份有限公司,25,2025Q3,近一年資料不足，未滿4季
6128.TW,6128,上福全球科技股份有限公司,25,2026Q1,近一年資料不足，未滿4季
6133.TW,6133,金橋科技股份有限公司,28,2025Q2,近一年資料不足，未滿4季
6133.TW,6133,金橋科技股份有限公司,28,2025Q3,近一年資料不足，未滿4季
6133.TW,6133,金橋科技股份有限公司,28,2026Q1,近一年資料不足，未滿4季
6136.TW,6136,富爾特科技股份有限公司,27,2025Q2,近一年資料不足，未滿4季
6136.TW,6136,富爾特科技股份有限公司,27,2025Q3,近一年資料不足，未滿4季
6136.TW,6136,富爾特科技股份有限公司,27,2026Q1,近一年資料不足，未滿4季
6139.TW,6139,亞翔工程股份有限公司,31,2025Q2,近一年資料不足，未滿4季
6139.TW,6139,亞翔工程股份有限公司,31,2025Q3,近一年資料不足，未滿4季
6139.TW,6139,亞翔工程股份有限公司,31,2026Q1,近一年資料不足，未滿4季
6141.TW,6141,柏承科技股份有限公司,28,2025Q2,近一年資料不足，未滿4季
6141.TW,6141,柏承科技股份有限公司,28,2025Q3,近一年資料不足，未滿4季
6141.TW,6141,柏承科技股份有限公司,28,2026Q1,近一年資料不足，未滿4季
6142.TW,6142,友勁科技股份有限公司,27,2025Q2,近一年資料不足，未滿4季
6142.TW,6142,友勁科技股份有限公司,27,2025Q3,近一年資料不足，未滿4季
6142.TW,6142,友勁科技股份有限公司,27,2026Q1,近一年資料不足，未滿4季
6152.TW,6152,百一電子股份有限公司,27,2025Q2,近一年資料不足，未滿4季
6152.TW,6152,百一電子股份有限公司,27,2025Q3,近一年資料不足，未滿4季
6152.TW,6152,百一電子股份有限公司,27,2026Q1,近一年資料不足，未滿4季
6153.TW,6153,嘉聯益科技股份有限公司,28,2025Q2,近一年資料不足，未滿4季
6153.TW,6153,嘉聯益科技股份有限公司,28,2025Q3,近一年資料不足，未滿4季
6153.TW,6153,嘉聯益科技股份有限公司,28,2026Q1,近一年資料不足，未滿4季
6155.TW,6155,鈞寶電子工業股份有限公司,28,2025Q2,近一年資料不足，未滿4季
6155.TW,6155,鈞寶電子工業股份有限公司,28,2025Q3,近一年資料不足，未滿4季
6155.TW,6155,鈞寶電子工業股份有限公司,28,2026Q1,近一年資料不足，未滿4季
6164.TW,6164,華興電子工業股份有限公司,26,2025Q2,近一年資料不足，未滿4季
6164.TW,6164,華興電子工業股份有限公司,26,2025Q3,近一年資料不足，未滿4季
6164.TW,6164,華興電子工業股份有限公司,26,2026Q1,近一年資料不足，未滿4季
6165.TW,6165,浪凡網路科技股份有限公司,36,2025Q2,近一年資料不足，未滿4季
6165.TW,6165,浪凡網路科技股份有限公司,36,2025Q3,近一年資料不足，未滿4季
6165.TW,6165,浪凡網路科技股份有限公司,36,2026Q1,近一年資料不足，未滿4季
6166.TW,6166,凌華科技股份有限公司,25,2025Q2,近一年資料不足，未滿4季
6166.TW,6166,凌華科技股份有限公司,25,2025Q3,近一年資料不足，未滿4季
6166.TW,6166,凌華科技股份有限公司,25,2026Q1,近一年資料不足，未滿4季
6168.TW,6168,宏齊科技股份有限公司,26,2025Q2,近一年資料不足，未滿4季
6168.TW,6168,宏齊科技股份有限公司,26,2025Q3,近一年資料不足，未滿4季
6168.TW,6168,宏齊科技股份有限公司,26,2026Q1,近一年資料不足，未滿4季
6176.TW,6176,瑞儀光電股份有限公司,26,2025Q2,近一年資料不足，未滿4季
6176.TW,6176,瑞儀光電股份有限公司,26,2025Q3,近一年資料不足，未滿4季
6176.TW,6176,瑞儀光電股份有限公司,26,2026Q1,近一年資料不足，未滿4季
6177.TW,6177,達麗建設事業股份有限公司,14,2025Q2,近一年資料不足，未滿4季
6177.TW,6177,達麗建設事業股份有限公司,14,2025Q3,近一年資料不足，未滿4季
6177.TW,6177,達麗建設事業股份有限公司,14,2026Q1,近一年資料不足，未滿4季
6183.TW,6183,關貿網路股份有限公司,30,2025Q2,近一年資料不足，未滿4季
6183.TW,6183,關貿網路股份有限公司,30,2025Q3,近一年資料不足，未滿4季
6183.TW,6183,關貿網路股份有限公司,30,2026Q1,近一年資料不足，未滿4季
6184.TW,6184,大豐有線電視股份有限公司,20,2025Q2,近一年資料不足，未滿4季
6184.TW,6184,大豐有線電視股份有限公司,20,2025Q3,近一年資料不足，未滿4季
6184.TW,6184,大豐有線電視股份有限公司,20,2026Q1,近一年資料不足，未滿4季
6189.TW,6189,豐藝電子股份有限公司,29,2025Q2,近一年資料不足，未滿4季
6189.TW,6189,豐藝電子股份有限公司,29,2025Q3,近一年資料不足，未滿4季
6189.TW,6189,豐藝電子股份有限公司,29,2026Q1,近一年資料不足，未滿4季
6191.TW,6191,精成科技股份有限公司,28,2025Q2,近一年資料不足，未滿4季
6191.TW,6191,精成科技股份有限公司,28,2025Q3,近一年資料不足，未滿4季
6191.TW,6191,精成科技股份有限公司,28,2026Q1,近一年資料不足，未滿4季
6192.TW,6192,巨路國際股份有限公司,31,2025Q2,近一年資料不足，未滿4季
6192.TW,6192,巨路國際股份有限公司,31,2025Q3,近一年資料不足，未滿4季
6192.TW,6192,巨路國際股份有限公司,31,2026Q1,近一年資料不足，未滿4季
6196.TW,6196,帆宣系統科技股份有限公司,31,2025Q2,近一年資料不足，未滿4季
6196.TW,6196,帆宣系統科技股份有限公司,31,2025Q3,近一年資料不足，未滿4季
6196.TW,6196,帆宣系統科技股份有限公司,31,2026Q1,近一年資料不足，未滿4季
6197.TW,6197,佳必琪國際股份有限公司,28,2025Q2,近一年資料不足，未滿4季
6197.TW,6197,佳必琪國際股份有限公司,28,2025Q3,近一年資料不足，未滿4季
6197.TW,6197,佳必琪國際股份有限公司,28,2026Q1,近一年資料不足，未滿4季
6201.TW,6201,亞弘電科技股份有限公司,31,2025Q2,近一年資料不足，未滿4季
6201.TW,6201,亞弘電科技股份有限公司,31,2025Q3,近一年資料不足，未滿4季
6201.TW,6201,亞弘電科技股份有限公司,31,2026Q1,近一年資料不足，未滿4季
6202.TW,6202,盛群半導體股份有限公司,24,2025Q2,近一年資料不足，未滿4季
6202.TW,6202,盛群半導體股份有限公司,24,2025Q3,近一年資料不足，未滿4季
6202.TW,6202,盛群半導體股份有限公司,24,2026Q1,近一年資料不足，未滿4季
6205.TW,6205,詮欣股份有限公司,28,2025Q2,近一年資料不足，未滿4季
6205.TW,6205,詮欣股份有限公司,28,2025Q3,近一年資料不足，未滿4季
6205.TW,6205,詮欣股份有限公司,28,2026Q1,近一年資料不足，未滿4季
6206.TW,6206,飛捷科技股份有限公司,25,2025Q2,近一年資料不足，未滿4季
6206.TW,6206,飛捷科技股份有限公司,25,2025Q3,近一年資料不足，未滿4季
6206.TW,6206,飛捷科技股份有限公司,25,2026Q1,近一年資料不足，未滿4季
6209.TW,6209,今國光學工業股份有限公司,26,2025Q2,近一年資料不足，未滿4季
6209.TW,6209,今國光學工業股份有限公司,26,2025Q3,近一年資料不足，未滿4季
6209.TW,6209,今國光學工業股份有限公司,26,2026Q1,近一年資料不足，未滿4季
6213.TW,6213,聯茂電子股份有限公司,28,2025Q2,近一年資料不足，未滿4季
6213.TW,6213,聯茂電子股份有限公司,28,2025Q3,近一年資料不足，未滿4季
6213.TW,6213,聯茂電子股份有限公司,28,2026Q1,近一年資料不足，未滿4季
6214.TW,6214,精誠資訊股份有限公司,30,2025Q2,近一年資料不足，未滿4季
